"~id","~label","name:String"
"e34ddbb7-dcf3-4687-8227-759cb37b4c1f","actor","Bajram Severdzan"
"d0200fd2-33f7-4bae-ba9b-f13abd86b085","actor","Ethan Coen"
"3ccb0083-fb90-407b-877c-3a26e6559182","actor","Tony Chiu-Wai Leung"
"b6472294-661b-4c38-b960-a2f74a1dfa90","actor","Ewan McGregor"
"5453f6d1-0546-4982-abb4-2cd248f93687","actor","Predrag 'Miki' Manojlovic"
"7b09caa9-1ddd-474f-ab29-83cd2bfadf7e","actor","Vincent Cassel"
"af8f1c56-f88f-436f-85b5-cc9b4eacb9bd","actor","Irène Jacob"
"7d543532-dd85-479a-b7e9-ce045581ae56","actor","Brigitte Lin"
"19e352d3-4493-4849-8a1c-f89c044565b3","actor","Sam Neill"
"471d5c20-9597-40f1-b149-8c390bf1f78b","actor","Leslie Cheung"
"2747840e-4138-4335-a7cb-facdccd9838f","actor","Gong Li"
"b7323134-4610-4bf1-86d7-50c3e4933733","actor","Wil Wheaton"
"1d7dacfb-b3bf-467a-856b-2b296d0e1428","actor","Charlie Sheen"
"5dc5dbc2-3a9b-458e-87aa-3d86945b1fe2","actor","Harry Dean Stanton"
"98500ad8-ff85-4343-83d0-5de4e6c8b4d7","actor","Sumi Shimamoto"
"1da6ae1c-a4b4-4c2e-bb48-cfc2e8479ac2","actor","Kurt Russell"
"67e69409-3f1d-470e-8b71-ae804a5636da","actor","Bob Geldof"
"53b11df0-d993-44b6-99f3-fadde75c9eba","actor","Klaus Kinski"
"3330d899-f7ad-4e92-bb15-7fa736cc4eb1","actor","Bertil Guve"
"b64247bd-46b8-4d61-91a4-250c0a633c55","actor","Anthony Hopkins"
"8b8243d8-27cd-4649-982e-b9c3d7583400","actor","Graham Chapman"
"830ec699-874d-4984-a580-3652a96fafa9","actor","Sylvester Stallone"
"ad33bd54-b0c0-495d-ad26-e990517ca499","actor","Faye Dunaway"
"00ef3ceb-b604-4d33-9675-7628b65ff0eb","actor","Ryan O'Neal"
"016015a1-d89f-4c9b-b89f-29c74c7e131c","actor","Margarita Terekhova"
"87322ece-e193-4967-83e0-f0214cf73bb4","actor","Harriet Andersson"
"49ff9f7d-cee9-41c9-890a-b6634919bea8","actor","Natalya Bondarchuk"
"791a6181-293e-4215-a374-4292177dcc04","actor","Alain Delon"
"33eec758-4086-4bcd-b6b3-392d4953418c","actor","Bibi Andersson"
"5d50203f-bc85-48dd-b460-3c654746bc5d","actor","Anatoliy Solonitsyn"
"fae405db-9e85-4103-94dd-c1c204510152","actor","Brahim Hadjadj"
"8c859d2c-4ea2-43cd-951d-386b046d27d5","actor","Silvia Pinal"
"6341d5d2-fcd1-498d-88bb-9e113a87e6b9","actor","Eduard Abalov"
"a35ea590-7eaa-4df5-827d-ec024ead0f8e","actor","Jean-Pierre Léaud"
"ff1aa810-0c9c-4125-b8c3-60d7f25276ee","actor","Charlton Heston"
"e22e6c28-731c-4178-955b-3382156d69b8","actor","Giulietta Masina"
"88249161-cb67-4c81-baa1-1c1b43c74eee","actor","Yves Montand"
"f3bf4fb5-d006-4f74-8cca-afc7a14b9d73","actor","James Cagney"
"8fa1fcf9-1d6c-4f5c-aab0-da43e961b7ed","actor","Emeric Pressburger"
"04968817-0360-4cd8-bee9-7d8095b50682","actor","Margaret Sullavan"
"4ea2c5d0-c4d3-4703-851d-49916d1de562","actor","Laurence Olivier"
"a0fb54d1-4d38-4dc2-8714-39660b5f3c70","actor","George Cukor"
"7830e65c-5cb6-4503-9ffa-ef509dfcdf20","actor","Jean Gabin"
"e5a7f05d-d96b-493c-af0f-b36e83d1b193","actor","Clark Gable"
"1bcfc007-7581-4894-aaec-47869f5e1652","actor","Maria Falconetti"
"2f1d95d6-1788-4543-ae78-11ff5ffd19e4","actor","George O'Brien"
"067111f6-2028-4d51-8c0b-7846645c8664","actor","Werner Krauss"
"2725229c-6d56-44a2-868c-cbd4383ec823","actor","Willem Dafoe"
"6129f126-113e-499f-bb4b-72fc74e3e801","actor","Salman Khan"
"e63ddae3-6467-41d1-8f1c-c889df1bcc65","actor","Ryan Gosling"
"160f95c5-bf1e-43f6-a201-e595846c3ae6","actor","Dev Patel"
"814be2dd-4f98-42f9-a95d-8b665997c0c1","actor","Rich Moore"
"429b794b-b902-45fa-882b-dd212de457a8","actor","Chloë Grace Moretz"
"a78f59a2-c932-4050-b07f-824c3589309e","actor","Jacob Tremblay"
"26153fed-ffcc-481e-be37-41c58269a258","actor","Vijay Varma"
"6e8b9511-b4d6-4a55-b1a3-e60f706e23de","actor","Iko Uwais"
"d80dec4a-dadf-4637-8cc2-6a836f902830","actor","Benedict Cumberbatch"
"46565a78-5a11-43b6-a542-3d822b9ad463","actor","Chris Pratt"
"3bbcc5e4-a617-462a-bbe0-2ea454656875","actor","Rami Malek"
"2b5f1ff5-37eb-411b-a80a-bce3f8e80b8e","actor","Logan Lerman"
"03866f02-a9eb-4759-b079-e0c097fb5cc8","actor","Wagner Moura"
"009d8d47-8da0-4279-bea1-5f89e52273d3","actor","Colin Firth"
"72c6dcec-4b73-47ed-8611-076e3ba5e184","actor","Emma Stone"
"3cdb2e54-7fdf-4fb8-89d0-c175aed1347e","actor","Ryan Reynolds"
"4621dff2-9f23-4a3e-a2f7-e622a541c128","actor","Golshifteh Farahani"
"ea1576b0-28db-4a47-852a-22181b00fb92","actor","Abhay Deol"
"1d82180b-71f0-4757-8942-e6625f0551d5","actor","Donnie Yen"
"f616242d-0b75-4802-9a74-646b7716e180","actor","Loveleen Tandan"
"7f84c1a3-9dac-40de-a38f-176388af357c","actor","Natalie Portman"
"d9310f28-ef6d-4c63-be5d-572b557526d7","actor","Robert Downey Jr."
"32d0ad50-4f44-474b-bf28-1845238d55e2","actor","Marjane Satrapi"
"399cc5f4-1cf5-4503-b680-df3116c3e6b4","actor","Will Smith"
"e8da0741-e12e-4b9e-8d6c-e5e79daa0709","actor","Seung-Yun Lee"
"7551f46f-4623-48d7-bb07-a350d487d971","actor","Quentin Tarantino"
"d225066d-a60f-48d5-8e9d-0d1ab3991e4b","actor","Laura Obiols"
"8faa2dd3-2766-4c31-b00d-b78c1662d05a","actor","Cem Yilmaz"
"5c57a840-54a3-47c1-bd00-263a9d3ab105","actor","Jan Pinkava"
"f8d89563-d82d-4144-a912-a45f9e138655","actor","Daniel Craig"
"ef6a84a2-f5b1-4414-8b99-fcd4144db631","actor","Vladimir Garin"
"9f353670-7931-4e2a-8f54-102e2e827b36","actor","Ki-duk Kim"
"cd180743-29d8-4c58-831b-ad3c1402af04","actor","Javier Bardem"
"b8404a86-b4e1-4b7c-b850-94c072677bfe","actor","Preity Zinta"
"fd1520e8-4eae-4aee-9389-9f91d9852289","actor","Alan Mak"
"078ae2d8-fad1-4ee1-bc16-03dc00126f0f","actor","Johnny Depp"
"73207975-d330-40e5-ae04-0f6499afb890","actor","Craig T. Nelson"
"f61aacd9-56cf-4812-bad2-e860b2acbc39","actor","Tae-Hyun Cha"
"cc245500-500f-4303-8e25-fb2ec6e7a17b","actor","Nicole Kidman"
"45a07e43-38a3-4f77-9abb-8a1afa65b4f5","actor","Ömer Faruk Sorak"
"26c632a7-30ed-466f-96fc-641adfa68475","actor","Jake Gyllenhaal"
"36ff6324-80fc-44bd-8294-6e2a67b78ed8","actor","Tom Cruise"
"73cf2f4a-7a9a-4ca8-97f2-7571ae26a16e","actor","Björk"
"bb0319d1-bdf9-482e-ae99-f21946c84e84","actor","Richard Farnsworth"
"3da55046-a483-4fe0-97ca-16a083c8811c","actor","Junko Iwao"
"a94b4c35-d5d1-45f8-ac92-d8623e194e67","actor","Ulrich Thomsen"
"9b373c26-5aaa-4b52-aed0-2a2678ecf81c","actor","Fernanda Montenegro"
"e39aa278-1710-4b08-ad3d-09dba30cb433","actor","Eli Marienthal"
"e27119d7-7423-4fc0-b8c9-a060cae309d5","actor","Til Schweiger"
